pl_name,hostname,tic_id,period,depth_ppm,duration_hr,stellar_Teff,stellar_logg,stellar_rad,stellar_mass,label,tfop_disposition,discovery_method,facility
HD 17674 b,HD 17674,77490014,623.80000000000,,,5904.00,4.340000,1.180000,0.980000,0,CP,Radial Velocity,Haute-Provence Observatory
Kepler-5 b,Kepler-5,268823307,3.54846570000,,,6297.00,3.960000,1.793000,1.374000,0,CP,Transit,Kepler
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,,,,,,,,0.470000,0,CP,Microlensing,OGLE
GJ 887 d,GJ 887,155315739,50.77000000000,,,3688.00,4.156000,0.468000,0.495000,0,CP,Radial Velocity,Multiple Observatories
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,,,,,,,,0.039000,0,CP,Microlensing,KMTNet
MXB 1658-298 b,MXB 1658-298,,760.00000000000,,,,,,,0,CP,Eclipse Timing Variations,Multiple Observatories
BD-08 2823 c,BD-08 2823,33355302,237.60000000000,,,4746.00,4.130000,,0.740000,0,CP,Radial Velocity,La Silla Observatory
TOI-2583 A b,TOI-2583 A,7548817,4.52072650000,0.80600000,4.4060000,5936.00,4.184000,1.477000,1.215000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1781 b,Kepler-1781,63005080,4.88752985000,,,5568.00,4.499000,0.957000,1.053000,0,CP,Transit,Kepler
TOI-7009 b,TOI-7009,405837291,2.32066120000,,1.2270000,4080.00,4.630000,0.564000,0.583000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
K2-220 b,K2-220,266012991,13.68186000000,,,5612.00,4.450000,1.026000,0.910000,0,CP,Transit,K2
Kepler-1065 c,Kepler-1065,378012771,2.37030743000,,1.8450000,5635.00,4.490000,0.930000,0.940000,0,CP,Transit,Kepler
HATS-67 b,HATS-67,272212970,1.60917880000,,1.9464000,6594.00,4.278000,1.441000,1.435000,0,CP,Transit,HATSouth
HD 24064 b,HD 24064,102987456,535.59998000000,,,4052.00,1.440000,40.000000,1.610000,0,CP,Radial Velocity,Bohyunsan Optical Astronomical Observatory
TOI-2202 c,TOI-2202,358107516,24.67440000000,,,5144.00,4.550000,0.794000,0.823000,0,CP,Transit Timing Variations,Multiple Observatories
Kepler-302 b,Kepler-302,270951852,30.18410400000,,5.9400000,5740.00,4.286000,1.220000,,0,CP,Transit,Kepler
HD 11112 b,HD 11112,115319029,17244.90764000000,,,,,,1.070000,0,CP,Radial Velocity,Multiple Observatories
BD+20 594 b,BD+20 594,26123781,41.68550000000,0.04900000,,5766.00,4.500000,1.080000,1.670000,0,CP,Transit,K2
Kepler-1538 b,Kepler-1538,164522561,175.13881900000,,10.6660000,5837.00,4.420000,1.030000,1.030000,0,CP,Transit,Kepler
Kepler-584 b,Kepler-584,158722119,35.18103040000,,7.3730000,6195.00,4.310000,1.240000,1.170000,0,CP,Transit,Kepler
Kepler-525 b,Kepler-525,272279290,18.68404933000,,6.9070000,5573.00,4.290000,1.150000,0.950000,0,CP,Transit,Kepler
Kepler-269 b,Kepler-269,122297877,5.32671800000,,3.3870000,5847.00,4.500000,0.959000,,0,CP,Transit,Kepler
G 264-012 c,G 264-012,322391844,8.05180000000,,,3326.00,4.850000,0.305000,0.297000,0,CP,Radial Velocity,Calar Alto Observatory
K2-133 b,K2-133,150096001,3.07133000000,,,3655.00,,0.455000,0.461000,0,CP,Transit,K2
TCP J05074264+2447555 b,TCP J05074264+2447555,69530840,,,,,,,0.586000,0,CP,Microlensing,Multiple Observatories
TOI-7384 b,TOI-7384,192833836,6.23402580000,,1.4520000,3185.00,4.930000,0.319000,0.318000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 176986 b,HD 176986,39554091,6.49164000000,,,4931.00,4.440000,0.782000,0.789000,0,CP,Radial Velocity,Multiple Observatories
Kepler-290 d,Kepler-290,158218214,0.76401755300,0.01282000,1.1030000,5142.00,4.602000,0.755000,0.840000,0,CP,Transit,Kepler
Kepler-1135 b,Kepler-1135,158114283,76.95785700000,,9.3840000,5656.00,4.470000,0.940000,0.960000,0,CP,Transit,Kepler
K2-119 b,K2-119,293460551,7.72728300000,,,4740.00,4.620000,0.710000,0.760000,0,CP,Transit,K2
Kepler-365 b,Kepler-365,27530849,10.66490300000,,3.2930000,6012.00,4.434000,1.048000,,0,CP,Transit,Kepler
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,,,,,,,,0.630000,0,CP,Microlensing,OGLE
K2-233 d,K2-233,428820090,24.36810000000,,3.7910000,4796.00,4.530000,0.710000,0.790000,0,CP,Transit,K2
UCAC4 328-061594 b,UCAC4 328-061594,168071263,,,,,,,1.190000,0,CP,Imaging,Multiple Observatories
GJ 433 c,GJ 433,57654763,5094.10500000000,,,,,,0.480000,0,CP,Radial Velocity,Multiple Observatories
Kepler-43 b,Kepler-43,164892194,3.02409490000,,,6041.00,4.260000,1.420000,1.320000,0,CP,Transit,Kepler
HD 136352 d,HD 136352,136916387,107.24500000000,0.04920000,8.8700000,5664.00,4.390000,1.058000,0.870000,0,CP,Radial Velocity,La Silla Observatory
HD 191939 c,HD 191939,269701147,28.57974300000,,4.1620000,5348.00,4.300000,0.940000,0.810000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-605 b,Kepler-605,158423850,3.38353806600,,1.4365000,5462.00,4.520000,0.880000,0.910000,0,CP,Transit,Kepler
HD 51608 b,HD 51608,279246287,14.07260000000,,,5358.00,4.360000,,0.800000,0,CP,Radial Velocity,La Silla Observatory
Kepler-254 d,Kepler-254,158665380,18.74647700000,,3.9610000,5957.00,4.524000,0.910000,,0,CP,Transit,Kepler
K2-218 b,K2-218,266014458,8.67988500000,,,5757.00,4.450000,1.008231,1.047488,0,CP,Transit,K2
HD 124330 b,HD 124330,441692540,270.66000000000,,,5873.00,4.240000,,1.150000,0,CP,Radial Velocity,Haute-Provence Observatory
HD 2685 b,HD 2685,267263253,4.12688000000,,,6801.00,4.210000,1.560000,1.430000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-45 b,Kepler-45,137899948,2.45523900000,3.20400000,,3820.00,4.700000,0.550000,0.590000,0,CP,Transit,Kepler
K2-87 b,K2-87,17409453,9.72661800000,,4.5600000,5747.00,4.208000,1.401000,1.164000,0,CP,Transit,K2
CoRoT-30 b,CoRoT-30,320636129,9.06005000000,,,5650.00,4.400000,0.910000,0.980000,0,CP,Transit,CoRoT
HATS-63 b,HATS-63,178879588,3.05665270000,,2.4480000,5627.00,4.349000,1.070000,0.931000,0,CP,Transit,HATSouth
Kepler-1835 b,Kepler-1835,351799800,11.96409988000,,,5903.00,4.437000,0.961000,0.922000,0,CP,Transit,Kepler
Kepler-1802 b,Kepler-1802,239291510,15.45020008000,,,4245.00,4.641000,0.637000,0.649000,0,CP,Transit,Kepler
TOI-1244 b,TOI-1244,219850915,6.40031648300,,2.2098000,4599.00,,0.721000,0.730000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-68 e,Kepler-68,417676622,3455.00000000000,,,5847.00,,1.256400,1.057000,0,CP,Radial Velocity,Roque de los Muchachos Observatory
Kepler-102 e,Kepler-102,123357864,16.14569940000,,,4909.00,,0.724000,0.803000,0,CP,Transit,Kepler
WISE J033605.05-014350.4 b,WISE J033605.05-014350.4,,2560.00000000000,,,415.00,,,0.013100,0,CP,Imaging,James Webb Space Telescope (JWST)
HD 109286 b,HD 109286,399087153,520.10000000000,,,5694.00,4.440000,1.089000,0.980000,0,CP,Radial Velocity,Haute-Provence Observatory
Kepler-1427 b,Kepler-1427,271665352,0.96897237600,,1.6220000,5793.00,4.440000,1.010000,1.010000,0,CP,Transit,Kepler
HD 141399 c,HD 141399,156067565,201.99000000000,,,5600.00,4.280000,,1.070000,0,CP,Radial Velocity,Multiple Observatories
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,,,,,,,,0.290000,0,CP,Microlensing,MOA
HD 192310 c,HD 192310,326096771,525.80000000000,,,5166.00,4.510000,,0.800000,0,CP,Radial Velocity,La Silla Observatory
PSR B1257+12 c,PSR B1257+12,,66.54190000000,,,,,,1.400000,0,CP,Pulsar Timing,Arecibo Observatory
BD+48 740 b,BD+48 740,302070274,733.00000000000,,,4534.00,2.480000,10.330000,1.090000,0,CP,Radial Velocity,Multiple Observatories
HD 42618 b,HD 42618,153289168,149.61000000000,,,5727.00,4.440000,0.999000,1.015000,0,CP,Radial Velocity,Multiple Observatories
Kepler-749 b,Kepler-749,269263934,17.31716585000,,3.1599000,5009.00,4.590000,0.750000,0.790000,0,CP,Transit,Kepler
Kepler-443 b,Kepler-443,299030246,177.66930000000,,8.9500000,4723.00,4.614000,0.706000,0.738000,0,CP,Transit,Kepler
Kepler-458 c,KIC 9663113,272844987,20.74028413000,,10.3853000,6117.21,3.807780,2.215620,1.150000,0,CP,Transit,Kepler
K2-131 b,K2-131,176868951,0.36930380000,,,5120.00,,0.759500,0.803000,0,CP,Transit,K2
Kepler-92 b,Kepler-92,121943724,13.74900000000,,,,4.050000,1.700000,1.210000,0,CP,Transit,Kepler
GJ 1148 c,GJ 1148,115869504,532.58000000000,,,3287.00,4.865660,0.358519,0.344045,0,CP,Radial Velocity,Calar Alto Observatory
Kepler-542 b,Kepler-542,137484431,13.14497566000,,3.5964000,5526.00,4.500000,0.900000,0.930000,0,CP,Transit,Kepler
Kepler-716 c,Kepler-716,159377404,3.96999000000,,,5012.00,4.616120,0.742183,0.830000,0,CP,Transit,Kepler
Kepler-1634 b,Kepler-1634,270857293,374.87623900000,,11.3280000,5474.00,4.510000,0.890000,0.920000,0,CP,Transit,Kepler
Kepler-929 b,Kepler-929,170733187,0.92103213500,,2.5345000,5869.00,4.420000,1.020000,1.010000,0,CP,Transit,Kepler
OGLE-2016-BLG-1266L b,OGLE-2016-BLG-1266L,,,,,,,,0.015000,0,CP,Microlensing,OGLE
Kepler-287 b,Kepler-287,417660580,20.34219900000,,2.2570000,5806.00,4.402000,1.032000,,0,CP,Transit,Kepler
K2-32 c,K2-32,437444661,20.66093000000,,4.3500000,5271.00,4.490000,0.860000,0.830000,0,CP,Transit,K2
HD 204313 e,HD 204313,99734092,7325.64666000000,,,,,,1.030000,0,CP,Radial Velocity,Multiple Observatories
HD 213885 c,HD 213885,403224672,4.78503000000,,,5978.00,4.382700,1.101100,1.068000,0,CP,Radial Velocity,Multiple Observatories
Kepler-718 b,Kepler-718,268924036,2.05234990500,,2.0801000,6191.00,4.280000,1.300000,1.180000,0,CP,Transit,Kepler
Kepler-139 e,Kepler-139,123450224,2047.63537300000,,,,,,1.078000,0,CP,Radial Velocity,W. M. Keck Observatory
TOI-942 b,TOI-942,146520535,4.32421000000,,,,,0.894000,0.822000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2104 b,TOI-2104,367630162,5.90437045700,,2.6272026,4856.13,4.571800,0.723757,,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1838 b,Kepler-1838,171585303,12.14680004000,,,5877.00,3.927000,1.963000,1.187000,0,CP,Transit,Kepler
Kepler-1503 b,Kepler-1503,270705307,96.16987000000,,7.4710000,5069.00,4.590000,0.740000,0.770000,0,CP,Transit,Kepler
K2-183 b,K2-183,60256211,0.46928500000,,,5482.00,4.600000,0.870000,,0,CP,Transit,K2
Kepler-150 e,Kepler-150,121598758,30.82655700000,,5.4550000,5560.00,4.466000,0.939000,,0,CP,Transit,Kepler
YZ Cet c,YZ Cet,439403362,3.05989000000,,,3151.00,5.170000,0.157000,0.142000,0,CP,Radial Velocity,La Silla Observatory
Kepler-710 b,Kepler-710,63120475,4.34728552700,,2.0739000,5611.00,4.500000,0.910000,0.940000,0,CP,Transit,Kepler
Kepler-327 c,Kepler-327,63366281,5.21233300000,,2.1290000,3799.00,4.758000,0.492000,,0,CP,Transit,Kepler
ZTF J1230-2655 b,ZTF J1230-2655,951438622,0.23597766000,,,10000.00,8.070000,0.012300,0.646000,0,CP,Transit,Zwicky Transient Facility
HD 102843 b,HD 102843,78290210,3090.94200000000,,,5436.00,,,0.950000,0,CP,Radial Velocity,Las Campanas Observatory
Kepler-329 c,Kepler-329,268713285,18.68473700000,,3.9480000,4257.00,4.740000,0.523000,,0,CP,Transit,Kepler
Kepler-1994 b,Kepler-1994,273043474,4.61225043000,0.00291000,2.6950000,5495.00,4.442000,0.961000,0.932000,0,CP,Transit,Kepler
Kepler-1615 b,Kepler-1615,158217620,47.31261920000,,10.6520000,5865.00,4.420000,1.050000,1.040000,0,CP,Transit,Kepler
Kepler-646 b,Kepler-646,159441621,15.87364565000,,3.6124000,5634.00,4.490000,0.910000,0.930000,0,CP,Transit,Kepler
Kepler-435 b,Kepler-435,63211674,8.60015360000,,9.0030000,6161.00,3.613000,3.210000,1.538000,0,CP,Transit,Kepler
K2-272 b,K2-272,46259692,14.45367560000,,,5397.00,4.530000,0.830000,0.860000,0,CP,Transit,K2
Kepler-56 d,Kepler-56,138430034,1002.00000000000,,,4819.44,,4.217990,,0,CP,Radial Velocity,Multiple Observatories
HD 152581 b,HD 152581,353181458,686.50000000000,,,5027.00,3.290000,5.140000,1.300000,0,CP,Radial Velocity,W. M. Keck Observatory
Kepler-314 b,Kepler-314,271052158,2.46106900000,,2.2930000,5378.00,4.465000,0.950000,,0,CP,Transit,Kepler
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,,,,,,,,0.210000,0,CP,Microlensing,MOA
K2-138 f,K2-138,4610830,12.75758000000,,3.2000000,5356.30,4.540000,0.863000,0.935000,0,CP,Transit,K2
Kepler-139 d,Kepler-139,123450224,7.30569992200,,,,,,1.078000,0,CP,Transit,Kepler
HIP 116454 b,HIP 116454,422618449,9.10041570000,0.08890000,2.4310000,5048.00,4.582000,0.758000,0.800000,0,CP,Transit,K2
TOI-1750 b,TOI-1750,237099296,11.33727129656,,2.8857877,4683.75,4.535800,0.768675,,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-3837 b,TOI-3837,308073360,11.88865000000,,,5905.00,4.229000,1.200000,0.890000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-966 b,Kepler-966,28159758,99.74762200000,,6.7440000,5840.00,4.430000,1.020000,1.020000,0,CP,Transit,Kepler
OGLE-2019-BLG-1180L b,OGLE-2019-BLG-1180L,,,,,,,,0.545000,0,CP,Microlensing,OGLE
TOI-172 b,TOI-172,29857954,9.47725000000,0.31200000,4.7136000,5645.00,3.993000,1.777000,1.128000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1533 c,TOI-1533,345143460,8.06379260000,,1.2200000,5146.00,4.500000,0.849000,0.880000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 105618 b,HD 105618,397519199,10.02245000000,,,,,,1.010000,0,CP,Radial Velocity,Multiple Observatories
Kepler-292 c,Kepler-292,271960465,3.71533500000,,2.3200000,5299.00,4.536000,0.826000,,0,CP,Transit,Kepler
Kepler-207 b,Kepler-207,159217436,1.61186500000,,2.9990000,5920.00,4.129000,1.588000,,0,CP,Transit,Kepler
WASP-79 b,WASP-79,170634116,3.66239200000,,,6600.00,4.200000,1.510000,1.390000,0,CP,Transit,SuperWASP
HD 21749 c,GJ 143,279741379,7.78993000000,,2.5150000,4640.00,4.613000,0.695000,0.730000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-193 b,Kepler-193,272496083,11.38848000000,,3.6180000,6335.00,4.403000,1.147000,,0,CP,Transit,Kepler
TIC 237913194 b,TIC 237913194,237913194,15.16886500000,,,5788.00,4.376000,1.088000,1.026000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 142245 b,HD 142245,172607132,1299.00000000000,,,4922.00,3.650000,4.630000,3.500000,0,CP,Radial Velocity,W. M. Keck Observatory
HATS-27 b,HATS-27,248111245,4.63703800000,,4.8312000,6438.00,4.107000,1.740000,1.415000,0,CP,Transit,HATSouth
K2-72 c,K2-72,38337202,15.18903400000,,,3360.47,,0.330989,0.271365,0,CP,Transit,K2
Kepler-1093 b,Kepler-1093,120420344,25.08246260000,,6.3570000,6166.00,4.330000,1.200000,1.130000,0,CP,Transit,Kepler
Kepler-1576 b,Kepler-1576,121865123,6.98471973000,,2.7230000,5876.00,4.400000,1.060000,1.050000,0,CP,Transit,Kepler
HD 11755 b,HD 11755,137121812,433.70001000000,,,4312.00,1.670000,20.580000,0.720000,0,CP,Radial Velocity,Bohyunsan Optical Astronomical Observatory
KOI-351 e,KOI-351,267667295,91.93913000000,,9.7100000,6080.00,4.400000,1.200000,1.200000,0,CP,Transit,Kepler
tau Gem b,tau Gem,68984421,305.50000000000,,,4388.00,1.960000,26.800000,2.300000,0,CP,Radial Velocity,Lick Observatory
2MASS J12073346-3932539 b,2MASS J12073346-3932539,102076870,,,,,,,,0,CP,Imaging,Paranal Observatory
Kepler-1724 b,Kepler-1724,27771842,6.45442009000,,,6092.00,4.496000,0.943000,1.016000,0,CP,Transit,Kepler
Kepler-11 g,Kepler-11,169175503,118.38070000000,0.10060000,9.4690000,5663.00,4.366000,1.065000,0.961000,0,CP,Transit,Kepler
Kepler-1537 b,Kepler-1537,271046907,1.44445379800,,0.9748000,5079.00,4.580000,0.770000,0.810000,0,CP,Transit,Kepler
Kepler-1736 b,Kepler-1736,394179552,37.81029892000,,,6085.00,4.451000,0.973000,0.976000,0,CP,Transit,Kepler
Kepler-372 b,Kepler-372,350810559,6.84969200000,,4.1200000,6509.00,4.405000,1.137000,,0,CP,Transit,Kepler
Kepler-1428 b,Kepler-1428,28234022,10.67607169000,,4.5490000,6184.00,4.280000,1.360000,1.280000,0,CP,Transit,Kepler
KMT-2023-BLG-1743L b,KMT-2023-BLG-1743L,,,,,,,,0.110000,0,CP,Microlensing,KMTNet
Kepler-1669 b,Kepler-1669,169457234,9.51216000000,,,4303.00,4.556570,0.714145,0.670000,0,CP,Transit,Kepler
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,,,,,,,,0.430000,0,CP,Microlensing,OGLE
K2-164 b,K2-164,173090902,17.35506600000,,,5791.00,3.810000,2.196069,1.180894,0,CP,Transit,K2
HD 210702 b,HD 210702,456826468,355.50000000000,,,4912.00,3.230000,4.540000,1.330000,0,CP,Radial Velocity,Lick Observatory
Kepler-259 b,Kepler-259,158664318,8.11531700000,,2.9540000,5938.00,4.532000,0.898000,,0,CP,Transit,Kepler
Kepler-244 b,Kepler-244,158426969,4.31179200000,,2.7350000,5554.00,4.585000,0.803000,,0,CP,Transit,Kepler
Kepler-630 b,Kepler-630,138216186,161.47439370000,,10.5980000,5829.00,4.420000,1.040000,1.020000,0,CP,Transit,Kepler
Kepler-1448 b,Kepler-1448,298834402,12.27065865000,,3.1060000,5774.00,4.490000,0.930000,0.950000,0,CP,Transit,Kepler
NGTS-35 b,NGTS-35,333736132,25.24119200000,,2.9580000,4717.00,4.570000,0.753000,0.789000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5489 c,TOI-5489,468983280,4.92126000000,,,3547.00,,0.420000,0.410000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,,,,,,,,0.480000,0,CP,Microlensing,OGLE
Kepler-1641 b,Kepler-1641,184426431,19.67226600000,,4.7660000,6152.00,4.340000,1.190000,1.120000,0,CP,Transit,Kepler
Kepler-756 b,Kepler-756,122597885,1.22486632200,,1.7027000,5282.00,4.570000,0.790000,0.820000,0,CP,Transit,Kepler
Kepler-341 e,Kepler-341,159179987,42.47326900000,,7.1680000,6012.00,4.437000,1.024000,,0,CP,Transit,Kepler
Kepler-47 c,Kepler-47,271548206,303.22700000000,,,,,0.936000,0.957000,0,CP,Transit,Kepler
Kepler-42 d,Kepler-42,63126862,1.86516900000,,,3068.00,,0.170000,0.130000,0,CP,Transit,Kepler
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,,,,,,,,0.093000,0,CP,Microlensing,OGLE
Kepler-1882 b,Kepler-1882,159449495,13.78730011000,,,5691.00,4.139000,1.458000,1.068000,0,CP,Transit,Kepler
HD 21693 c,HD 21693,197792776,53.73570000000,,,5430.00,4.370000,,0.800000,0,CP,Radial Velocity,La Silla Observatory
TOI-5076 b,TOI-5076,303432813,23.44316200000,0.14390000,4.8820000,4780.00,4.483000,0.844000,0.789000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
WASP-71 b,WASP-71,422655579,2.90367000000,0.44000000,,6050.00,3.900000,1.820000,0.760000,0,CP,Transit,SuperWASP
HD 109246 b,HD 109246,154549250,68.27000000000,,,5844.00,4.460000,1.070000,1.200000,0,CP,Radial Velocity,Haute-Provence Observatory
Kepler-225 b,Kepler-225,63203294,6.73897500000,,3.0180000,3682.00,4.783000,0.480000,,0,CP,Transit,Kepler
Kepler-539 c,Kepler-539,171510762,1000.00000000000,,,5820.00,4.502000,0.952000,1.048000,0,CP,Transit Timing Variations,Kepler
HD 111232 c,HD 111232,329649885,26472.44623000000,,,,,,0.960000,0,CP,Radial Velocity,Multiple Observatories
Kepler-1375 b,Kepler-1375,272269239,3.30041920000,,4.4980000,6704.00,4.110000,1.780000,1.470000,0,CP,Transit,Kepler
TOI-1450 A b,TOI-1450 A,377293776,2.04392740000,,0.9880000,3437.00,4.760000,0.483000,0.480000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-676 b,Kepler-676,27776674,11.59822172000,,2.6256000,3701.00,4.770000,0.490000,0.510000,0,CP,Transit,Kepler
TIC 279401253 b,TIC 279401253,279401253,76.80000000000,,,5951.00,4.438000,1.060000,1.130000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-288 b,Kepler-288,121785939,6.09732600000,,3.3060000,5918.00,4.353000,1.091000,,0,CP,Transit,Kepler
Kepler-267 b,Kepler-267,269357457,3.35372800000,,1.4940000,4258.00,4.729000,0.555000,,0,CP,Transit,Kepler
HIP 109384 b,HIP 109384,316470945,499.48000000000,,,5180.00,4.430000,,0.780000,0,CP,Radial Velocity,Haute-Provence Observatory
Kepler-1132 b,Kepler-1132,405719448,62.89162280000,,6.8670000,5298.00,4.550000,0.830000,0.870000,0,CP,Transit,Kepler
K2-209 b,K2-209,257436461,2.08061500000,,,4720.00,4.460000,0.712365,0.744790,0,CP,Transit,K2
Kepler-474 b,Kepler-474,63210391,5.66067293500,,4.6722000,5785.00,4.360000,1.080000,0.990000,0,CP,Transit,Kepler
K2-291 b,K2-291,27039476,2.22517700000,,1.7190000,5520.00,4.500000,0.899000,0.934000,0,CP,Transit,K2
TOI-2346 b,TOI-2346,317483660,3.33120290000,1.14700000,3.7970000,6480.00,4.265000,1.380000,1.271000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-712 b,Kepler-712,271347119,21.02247699000,,4.0906000,5148.00,4.580000,0.780000,0.840000,0,CP,Transit,Kepler
TOI-6716 b,TOI-6716,112115898,4.71858980000,,1.2370000,3110.00,5.060000,0.231000,0.223000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
WASP-99 b,WASP-99,166836920,5.75251000000,0.41000000,,6150.00,4.300000,1.640000,1.210000,0,CP,Transit,SuperWASP
K2-157 c,K2-157,349445372,25.94200000000,,,5334.00,4.450000,0.860000,0.890000,0,CP,Radial Velocity,Paranal Observatory
TOI-663 b,TOI-663,54962195,2.59890200000,,,3681.00,4.726600,0.512000,0.514000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-442 b,Kepler-442,120499135,112.30530000000,,5.6200000,4402.00,4.673000,0.598000,0.609000,0,CP,Transit,Kepler
Kepler-1005 b,Kepler-1005,158215347,6.49801525000,,2.3167000,5782.00,4.380000,1.060000,1.000000,0,CP,Transit,Kepler
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,,,,,,,,0.195000,0,CP,Microlensing,OGLE
Kepler-370 c,Kepler-370,137411225,19.02293000000,,3.4180000,5852.00,4.531000,0.900000,,0,CP,Transit,Kepler
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,,,,,,,,0.640000,0,CP,Microlensing,OGLE
TOI-2580 b,TOI-2580,102713734,3.39775000000,,8.3800000,6120.00,4.150000,1.810000,1.330000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-305 c,Kepler-305,171879024,8.29100000000,,,,4.510000,0.800000,0.760000,0,CP,Transit,Kepler
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,,,,,,,,0.610000,0,CP,Microlensing,KMTNet
Kepler-1433 b,Kepler-1433,399951196,4.13592271000,,2.7890000,6097.00,4.340000,1.190000,1.140000,0,CP,Transit,Kepler
Kepler-262 c,Kepler-262,122673489,21.85372200000,,3.4900000,5841.00,4.541000,0.881000,,0,CP,Transit,Kepler
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,,,,,,,,0.170000,0,CP,Microlensing,KMTNet
Kepler-1099 b,Kepler-1099,299033164,2.16845259300,,1.6611000,5837.00,4.450000,1.000000,1.010000,0,CP,Transit,Kepler
TOI-5218 b,TOI-5218,259172249,4.29145200000,,2.3800000,4230.00,4.630000,0.708000,0.739000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1752 c,TOI-1752,287139872,32.71443000000,,3.5900000,3762.00,4.710000,0.530000,0.524000,0,CP,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 93385 b,HD 93385,106900981,7.34260000000,,,5977.00,4.420000,,1.040000,0,CP,Radial Velocity,La Silla Observatory
K2-91 b,K2-91,56520147,1.41954900000,,0.9450000,3622.00,5.000000,0.284000,0.292000,0,CP,Transit,K2
Kepler-14 b,Kepler-14,158561566,6.79012300000,,6.2184000,6395.00,3.994000,2.048000,1.512000,0,CP,Transit,Kepler
GJ 896 A b,GJ 896 A,247985094,284.39000000000,,,,,,0.435990,0,CP,Astrometry,Very Long Baseline Array
Kepler-1104 b,Kepler-1104,27186509,5.03728015000,,1.8848000,6417.00,4.250000,1.410000,1.300000,0,CP,Transit,Kepler
Kepler-957 b,Kepler-957,267748934,5.90741353700,,1.0864000,4963.00,4.600000,0.750000,0.810000,0,CP,Transit,Kepler
Kepler-267 c,Kepler-267,269357457,6.87745000000,,1.3500000,4258.00,4.729000,0.555000,,0,CP,Transit,Kepler
Kepler-1235 b,Kepler-1235,164830167,4.16055856000,,2.6150000,5541.00,4.500000,0.900000,0.930000,0,CP,Transit,Kepler
Kepler-654 b,Kepler-654,272843763,13.72465129000,,6.9296000,5865.00,4.360000,1.110000,1.040000,0,CP,Transit,Kepler
HD 13908 b,HD 13908,12906712,19.38200000000,,,6255.00,4.110000,1.670000,1.290000,0,CP,Radial Velocity,Haute-Provence Observatory
KMT-2023-BLG-0119L b,KMT-2023-BLG-0119L,,,,,,,,0.710000,0,CP,Microlensing,KMTNet
K2-403 b,K2-403,365007485,33.58997900000,,,5511.00,4.439000,0.886000,0.784000,0,CP,Transit,K2
Kepler-1435 b,Kepler-1435,159647919,4.45343281000,,3.7960000,6356.00,4.280000,1.320000,1.210000,0,CP,Transit,Kepler
Kepler-120 b,Kepler-120,121458707,6.31250100000,,2.9080000,4096.00,4.732000,0.534000,,0,CP,Transit,Kepler
Kepler-1509 b,Kepler-1509,164558338,25.43381970000,,6.4240000,5780.00,4.450000,0.990000,1.000000,0,CP,Transit,Kepler
Kepler-750 c,Kepler-750,158931258,4.08899022000,,3.4650000,6160.00,4.320000,1.230000,1.150000,0,CP,Transit,Kepler
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,,,,,,,,0.087000,0,CP,Microlensing,KMTNet
