tic_id,toi,ra,dec,period,depth_ppm,duration_hr,epoch_bjd,stellar_Teff,stellar_logg,stellar_rad,stellar_mass,tess_mag,planet_rad_earth,planet_snr,tfop_disposition,label,sectors
183985250,193.01,358.668877,-37.628224,0.79206450220211,1561.77989635,0.36561191627952,2460933.175839,5422.0,4.42223,0.98,0.93,9.1031,12.05510279870492,402.91382154667,CP,0,"2,29,69,96"
211438925,194.01,5.160562,-23.935789,4.8996461,10957.0,3.07,2460198.831716,5940.0,4.23158,1.5,,10.248,15.9746,203.0,KP,0,"2,29,69"
230982885,195.01,24.605139,-55.772001,2.0727598,14761.0,2.619,2458355.490424,5640.0,4.43703,1.13,1.01,9.9696,14.2954,171.0,KP,0,"2,29,69"
234519192,196.01,14.551689,-64.761541,1.163037175571,409.60065875774,1.4568603304114,2458354.303731,6495.0,3.32048,4.05956983566284,1.4,8.0674,8.42373280541089,28.698704,PC,0,"2,28,29,68,69"
441462736,197.01,353.033186,-21.801201,14.281173126082,762.93765826186,8.5713659783937,2460927.616153,5105.0,3.39182,2.9032399654388428,,7.3566,7.816665877159665,37.287456701764,CP,0,"2,29,96"
12421862,198.01,2.271509,-27.121745,10.215202512554,960.54756821752,2.3476218597538,2458356.371864,3763.0,4.83739,0.44733598828315735,0.4437,9.92801,1.4000950608269125,13.1503315,CP,0,"2,29,69"
309792357,199.01,80.105873,-59.895433,104.87242523178,11850.15574513,6.6885919223024,2460877.951041,5350.0,4.52347,0.88,0.88,10.0391,10.051963832751667,1197.5788571451,CP,0,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,29,30,31,32,33,34,35,36,37,39,61,62,63,64,66,67,68,69,87,88,89,90,93,94,95,96,13881"
410214986,200.01,354.915467,-69.196043,8.1382221772438,3852.029987402,3.2797025058529,2458332.308323,5414.0,4.438,0.951985001564026,0.94,7.8541,6.17576815620634,46.739357,CP,0,"1,27,28,67,68"
350618622,201.01,87.401782,-54.910423,52.978739202588,6568.9620749008,5.1293743112247,2460972.002829,6461.8,4.35,1.3303099870681765,1.31,8.5822,11.713871061821637,881.81590592515,CP,0,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,64,65,66,67,68,87,88,94,95,96,97"
350618622,201.02,87.401782,-54.910423,5.8492379,109.0,3.257,2460175.602477,6461.8,4.35,1.33,1.31,8.5822,1.18919,12.0,PC,0,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,64,65,66,67,68"
355509914,202.01,15.52504,-59.087724,1.7386694511857,13710.761502563,1.1898354000813,2458326.110175,4746.0,4.52746,0.820258021354675,0.73,14.6723,9.45576300440496,17.820765,PC,0,"1,2,28,29,68,69"
259962054,203.01,43.018076,-67.687016,51.94509,2534.0,8.094,2459106.86029,3203.0,5.01682,0.23,0.202161,12.2423,0.705818,8.0,FA,3,"1,2,3,27,28,29,30"
281781375,204.01,12.97601,-59.343647,43.829786250695,647.2685163081,4.301139167871,2458328.034407,5605.0,4.39973,1.03654003143311,0.98,9.2182,2.82438632894116,10.029004,PC,0,"1,2,28,29,68,69"
281575427,205.01,7.975464,-56.965081,4.2529856940671,261.13938524688,3.0961227088142,2460929.161155,6222.5,4.06,1.45,1.2,9.4525,2.1697982324054,24.890884285736,PC,0,"1,2,28,29,68,69,95,96"
