pl_name,hostname,tic_id,pl_orbper,pl_trandep,pl_trandur,st_teff,st_logg,st_rad,st_mass,discoverymethod,disc_facility,default_flag
"K2-333 b","K2-333","TIC 330690135",14.75928700000,,4.9600000,5880.00,4.290000,1.220000,1.060000,"Transit","K2",1
"HD 27894 c","HD 27894","TIC 396697266",36.07000000000,,,,,,0.800000,"Radial Velocity","La Silla Observatory",1
"Kepler-1165 c","Kepler-1165","TIC 158326744",29.96870041000,,,6249.00,4.428000,1.076000,1.130000,"Transit","Kepler",1
"Kepler-371 c","Kepler-371","TIC 137550286",67.96801500000,,7.8020000,5666.00,4.390000,0.992000,,"Transit","Kepler",1
"K2-350 b","K2-350","TIC 294319820",4.16387300000,,2.7500000,5789.00,4.390000,1.040000,0.980000,"Transit","K2",1
"NGTS-6 b","NGTS-6","TIC 1528696",0.88205900000,,,4730.00,4.700000,0.754000,0.767000,"Transit","Next-Generation Transit Survey (NGTS)",1
"Kepler-419 b","Kepler-419","TIC 27454084",69.75460000000,,,6430.00,4.100000,1.740000,1.390000,"Transit","Kepler",1
"Kepler-1515 b","Kepler-1515","TIC 417660218",214.31141640000,,16.1734000,6511.00,4.260000,1.410000,1.300000,"Transit","Kepler",1
"Kepler-540 b","Kepler-540","TIC 159452015",172.70497840000,,11.2793000,5946.00,4.380000,1.080000,1.020000,"Transit","Kepler",1
"HATS-26 b","HATS-26","TIC 315002523",3.30238810000,,5.2152000,6071.00,3.936000,2.040000,1.299000,"Transit","HATSouth",1
"Kepler-85 b","Kepler-85","TIC 159580705",8.30000000000,,,5505.20,,0.875000,0.928000,"Transit","Kepler",1
"K2-16 c","K2-16","TIC 281886199",19.07863000000,,3.8590000,4742.00,4.510000,0.660000,0.680000,"Transit","K2",1
"TOI-7510 c","TOI-7510","TIC 118798035",22.56874230000,,,5720.00,4.439000,1.035000,1.063000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-805 b","Kepler-805","TIC 275573748",30.86389310000,,8.4210000,6112.00,4.080000,1.650000,1.190000,"Transit","Kepler",1
"YZ Cet d","YZ Cet","TIC 439403362",4.65626000000,,,3151.00,5.170000,0.157000,0.142000,"Radial Velocity","La Silla Observatory",1
"Kepler-122 c","Kepler-122","TIC 122714267",12.46598800000,,5.0630000,6050.00,4.299000,1.216000,,"Transit","Kepler",1
"WASP-68 b","WASP-68","TIC 71841620",5.08430000000,0.57000000,,5910.00,4.170000,1.790000,1.490000,"Transit","SuperWASP",1
"HD 97658 b","HD 97658","TIC 82308728",9.48971160000,0.07120000,,5212.00,4.640000,0.728000,0.850000,"Radial Velocity","W. M. Keck Observatory",1
"Kepler-1379 b","Kepler-1379","TIC 138296836",0.88184114600,,1.3051000,5188.00,4.570000,0.790000,0.830000,"Transit","Kepler",1
"Kepler-1850 b","Kepler-1850","TIC 158389981",1.38580000400,,,4239.00,4.667000,0.600000,0.611000,"Transit","Kepler",1
"Kepler-1943 b","Kepler-1943","TIC 138100223",4.85018014900,,,6032.00,4.485000,0.973000,1.055000,"Transit","Kepler",1
"Kepler-519 b","Kepler-519","TIC 171971913",24.30789460000,,2.5981000,5260.00,4.580000,0.800000,0.890000,"Transit","Kepler",1
"Kepler-661 b","Kepler-661","TIC 164557360",6.02930132100,,1.5798000,4483.00,4.640000,0.670000,0.700000,"Transit","Kepler",1
"Kepler-1813 b","Kepler-1813","TIC 424864367",2.81816005700,,,5167.00,4.555000,0.787000,0.812000,"Transit","Kepler",1
"Kepler-237 b","Kepler-237","TIC 258348597",4.71510600000,,2.3510000,4861.00,4.583000,0.725000,,"Transit","Kepler",1
"Kepler-177 b","Kepler-177","TIC 158172348",36.86010000000,,,5732.00,4.100000,1.324000,0.921000,"Transit","Kepler",1
"K2-237 b","K2-237","TIC 16288184",2.18053332000,1.41600000,2.9272800,6180.00,4.353000,1.236000,1.256000,"Transit","K2",1
"TIC 139702105 b","TIC 139702105","TIC 139702105",6.83601903383,,2.2345072,5742.35,4.292700,1.254230,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-696 b","Kepler-696","TIC 138219428",4.19042557500,,2.8403000,5903.00,4.390000,1.080000,1.060000,"Transit","Kepler",1
"Kepler-1846 b","Kepler-1846","TIC 271044777",14.82009983000,,,4825.00,4.603000,0.732000,0.785000,"Transit","Kepler",1
"Kepler-1456 b","Kepler-1456","TIC 158385035",18.13738290000,,3.5500000,4231.00,4.670000,0.620000,0.640000,"Transit","Kepler",1
"Kepler-137 b","Kepler-137","TIC 123415819",8.43638700000,,3.2170000,5187.00,4.553000,0.802000,,"Transit","Kepler",1
"K2-11 b","K2-11","TIC 301609547",39.93767000000,0.07000000,,5433.00,,5.150000,1.350000,"Transit","K2",1
"Kepler-248 b","Kepler-248","TIC 275493574",6.30820500000,,3.0080000,5190.00,4.573000,0.831000,,"Transit","Kepler",1
"CoRoT-11 b","CoRoT-11","TIC 110178537",2.99433000000,1.14490000,2.5009000,6440.00,4.220000,1.370000,1.270000,"Transit","CoRoT",1
"Kepler-55 d","Kepler-55","TIC 164884002",2.21109900000,,1.6440000,4503.00,4.684000,0.619000,,"Transit","Kepler",1
"K2-73 c","K2-73","TIC 38354061",1000.00000000000,,,5867.00,4.390000,1.058000,1.020000,"Radial Velocity","W. M. Keck Observatory",1
"WASP-160 B b","WASP-160 B","TIC 32949762",3.76849520000,1.66300000,2.8442400,5298.00,,0.868000,0.870000,"Transit","SuperWASP-South",1
"TOI-6034 b","TOI-6034","TIC 388076422",2.57618400000,,1.5600000,3635.00,4.770000,0.489000,0.514000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"HIP 75092 b","HIP 75092","TIC 225884682",926.40000000000,,,4891.00,3.090000,4.530000,1.280000,"Radial Velocity","Multiple Observatories",1
"TOI-139 b","TOI-139","TIC 62483237",11.07085000000,,,4570.00,4.705000,0.700700,0.690000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"TOI-269 b","TOI-269","TIC 220479565",3.69771040000,,,3514.00,4.831000,0.398000,0.391700,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-31 d","Kepler-31","TIC 270788519",87.64510000000,0.09590000,8.2560000,6340.00,4.696000,1.220000,1.210000,"Transit","Kepler",1
"Kepler-109 c","Kepler-109","TIC 122441003",21.22265000000,,,5950.00,,1.387000,1.094000,"Transit","Kepler",1
"Kepler-1397 b","Kepler-1397","TIC 269030207",47.44995500000,,10.7470000,6026.00,4.370000,1.120000,1.090000,"Transit","Kepler",1
"WTS-2 b","WTS-2","TIC 138359318",1.01870680000,,,5000.00,4.600000,0.752000,0.820000,"Transit","United Kingdom Infrared Telescope",1
"TIC 160113658 b","TIC 160113658","TIC 160113658",6.72952262077,,2.3227940,4817.31,4.585600,0.789834,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"HAT-P-44 b","HAT-P-44","TIC 168699373",4.30121900000,,3.1248000,5295.00,4.460000,0.949000,0.942000,"Transit","HATNet",1
"K2-75 b","K2-75","TIC 250996363",7.81420000000,,5.4800000,5995.00,4.118000,1.560000,1.160000,"Transit","K2",1
"Kepler-1945 b","Kepler-1945","TIC 123408849",6.08003997800,,,4991.00,4.513000,0.804000,0.767000,"Transit","Kepler",1
"TOI-1789 b","TOI-1789","TIC 172518755",3.20866400000,0.46300000,2.3000000,5991.00,3.943000,2.168000,1.507000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-1092 b","Kepler-1092","TIC 273378026",58.60179250000,,5.5430000,5862.00,4.440000,1.000000,0.990000,"Transit","Kepler",1
"K2-186 b","K2-186","TIC 203228393",41.47421900000,,,5784.00,4.450000,0.980830,1.018617,"Transit","K2",1
"Kepler-1497 b","Kepler-1497","TIC 272275278",8.74199772000,,4.2970000,5675.00,4.470000,0.950000,0.960000,"Transit","Kepler",1
"HD 154088 b","HD 154088","TIC 20856917",18.56000000000,,,5374.00,4.370000,,0.910000,"Radial Velocity","La Silla Observatory",1
"KMT-2021-BLG-1391L b","KMT-2021-BLG-1391L",,,,,,,,0.370000,"Microlensing","KMTNet",1
"Kepler-1193 b","Kepler-1193","TIC 298897851",2.83265213400,,2.3844000,5908.00,4.310000,1.210000,1.080000,"Transit","Kepler",1
"OGLE-2012-BLG-0358L b","OGLE-2012-BLG-0358L",,,,,,,,0.022000,"Microlensing","OGLE",1
"Kepler-15 b","Kepler-15","TIC 27774415",4.94278200000,1.12650000,3.5000000,5515.00,4.460000,0.992000,1.018000,"Transit","Kepler",1
"KMT-2021-BLG-0240L b","KMT-2021-BLG-0240L",,,,,,,,0.560000,"Microlensing","KMTNet",1
"TOI-3464 b","TOI-3464","TIC 290504044",3.65155680000,0.65400000,2.5080000,6370.00,4.185000,1.560000,1.363000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"HD 33844 c","HD 33844","TIC 169534187",916.00000000000,,,4861.00,3.240000,5.290000,1.780000,"Radial Velocity","Anglo-Australian Telescope",1
"HAT-P-2 c","HAT-P-2","TIC 39903405",8500.00000000000,,,,,,1.330000,"Radial Velocity","Multiple Observatories",1
"Kepler-201 c","Kepler-201","TIC 138297190",151.88405800000,,12.9900000,6065.00,4.294000,1.229000,,"Transit","Kepler",1
"Kepler-29 b","Kepler-29","TIC 273875635",10.33974000000,0.10200000,3.0410000,5378.00,4.600000,0.732000,0.761000,"Transit","Kepler",1
"Kepler-233 c","Kepler-233","TIC 27843776",60.41895500000,,5.6190000,5360.00,4.614000,0.758000,,"Transit","Kepler",1
"K2-254 c","K2-254","TIC 147683165",12.11839000000,0.12000000,2.4000000,4629.00,4.640000,0.670000,0.710000,"Transit","K2",1
"TOI-4137 b","TOI-4137","TIC 417646390",3.80161220000,0.74900000,3.4296000,6202.00,4.240000,1.438000,1.313000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-918 b","Kepler-918","TIC 28450124",4.85386933000,,2.7990000,6028.00,4.370000,1.140000,1.110000,"Transit","Kepler",1
"Kepler-46 b","Kepler-46","TIC 158992508",33.60134000000,,,5155.00,4.447000,0.938000,0.902000,"Transit","Kepler",1
"Kepler-46 c","Kepler-46","TIC 158992508",57.01100000000,,,5155.00,4.447000,0.938000,0.902000,"Transit Timing Variations","Kepler",1
"Kepler-82 d","Kepler-82","TIC 63372898",2.38296100000,,2.0260000,5428.00,4.466000,0.945000,,"Transit","Kepler",1
"Kepler-82 e","Kepler-82","TIC 63372898",5.90220600000,,2.8270000,5428.00,4.466000,0.945000,,"Transit","Kepler",1
"Kepler-338 b","Kepler-338","TIC 258203303",13.72697600000,,7.2880000,5923.00,4.017000,1.735000,,"Transit","Kepler",1
"Kepler-247 c","Kepler-247","TIC 158792051",9.43945200000,,2.8960000,5100.00,4.608000,0.768000,,"Transit","Kepler",1
"Kepler-414 c","Kepler-414","TIC 28357724",7.17100000000,,,,,0.946000,0.890000,"Transit","Kepler",1
"Kepler-417 c","Kepler-417","TIC 270705374",15.94300000000,,,,,0.806000,0.900000,"Transit","Kepler",1
"Kepler-415 c","Kepler-415","TIC 138365520",8.70800000000,,,,,0.643000,0.670000,"Transit","Kepler",1
"bet Pic d","bet Pic","TIC 270577175",33200.00000000000,,,,,,1.789000,"Imaging","Paranal Observatory",1
"HD 134606 e","HD 134606","TIC 262457542",4.32030000000,,,5576.00,4.330000,1.158000,1.046000,"Radial Velocity","Multiple Observatories",1
"Kepler-1976 b","Kepler-1976","TIC 26584326",4.95931924400,0.98020000,2.2273900,5712.00,4.359000,1.082000,0.976000,"Transit","Kepler",1
"Kepler-411 c","Kepler-411","TIC 399954349",7.83443500000,,,,,0.820000,0.870000,"Transit","Kepler",1
"Kepler-411 d","Kepler-411","TIC 399954349",58.02035000000,,,,,0.820000,0.870000,"Transit","Kepler",1
"WASP-126 b","WASP-126","TIC 25155310",3.28883000000,,,5800.00,,1.270000,1.120000,"Transit","SuperWASP-South",1
"CoRoT-8 b","CoRoT-8","TIC 391880567",6.21229000000,0.65100000,2.7400000,5080.00,4.580000,0.770000,0.880000,"Transit","CoRoT",1
"Kepler-546 b","Kepler-546","TIC 237158650",4.14702025800,,2.8969000,5967.00,4.360000,1.150000,1.110000,"Transit","Kepler",1
"HATS-7 b","HATS-7","TIC 220029715",3.18531500000,,2.2992000,4985.00,4.545000,0.815000,0.849000,"Transit","HATSouth",1
"TOI-6954 b","TOI-6954","TIC 443607377",4.02074127419,,1.9852161,5170.87,4.486300,0.947112,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"MASCARA-1 b","MASCARA-1","TIC 354619337",2.14877381000,0.62160000,4.2260000,7490.00,,2.082000,1.900000,"Transit","Multiple Observatories",1
"TOI-5800 b","TOI-5800","TIC 151759246",2.62788380000,,1.2000000,4850.00,4.560000,0.773000,0.778000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"HD 214823 b","HD 214823","TIC 115779095",1854.84424000000,,,,,,1.115000,"Radial Velocity","Haute-Provence Observatory",1
"Kepler-1518 b","Kepler-1518","TIC 239289191",5.11177904000,,2.9600000,6846.00,4.080000,1.880000,1.540000,"Transit","Kepler",1
"K2-320 b","K2-320","TIC 281748980",1.99500000000,0.55700000,,3157.00,4.550000,0.300000,0.117000,"Transit","K2",1
"OGLE-2018-BLG-1269L b","OGLE-2018-BLG-1269L",,,,,,,,1.110000,"Microlensing","OGLE",1
"Kepler-1953 b","Kepler-1953","TIC 158625687",6.24565982800,,,4858.00,4.622000,0.707000,0.786000,"Transit","Kepler",1
"Kepler-324 b","Kepler-324","TIC 243271716",4.38531500000,,2.4880000,5194.00,4.530000,0.840000,,"Transit","Kepler",1
"TOI-880.02","TOI-880","TIC 34077285",2.57571000000,,1.9700000,5050.00,4.530000,0.830000,0.870000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-375 c","Kepler-375","TIC 299032517",19.98632600000,,3.8100000,5826.00,4.567000,0.837000,,"Transit","Kepler",1
"HD 101581 b","HIP 56998","TIC 397362481",4.46569000000,,1.7700000,4675.00,4.654000,0.630000,0.653000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"EPIC 229004835 b","EPIC 229004835","TIC 94924543",16.14113200000,,,5868.00,,0.999000,0.970000,"Transit","K2",1
"Kepler-1334 b","Kepler-1334","TIC 299217895",15.64591713000,,4.0120000,5614.00,4.500000,0.910000,0.940000,"Transit","Kepler",1
"Kepler-337 c","Kepler-337","TIC 159226052",9.69320100000,,5.5090000,5684.00,4.004000,1.761000,,"Transit","Kepler",1
"WASP-147 b","WASP-147","TIC 114749636",4.60273000000,0.64000000,4.3944000,5702.00,,1.429000,1.044000,"Transit","SuperWASP-South",1
"TOI-3593 b","TOI-3593","TIC 162289289",3.82128670000,1.21000000,2.4860000,5550.00,4.519000,0.918000,1.015000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-999 b","Kepler-999","TIC 269032792",5.99185701700,,1.6220000,6237.00,4.110000,1.650000,1.290000,"Transit","Kepler",1
"TOI-2443 b","TOI-2443","TIC 318753380",15.66858000000,,4.5480000,4375.00,4.420000,0.631000,0.642000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"OGLE-2011-BLG-0173L b","OGLE-2011-BLG-0173L",,,,,,,,0.410000,"Microlensing","OGLE",1
"Kepler-722 b","Kepler-722","TIC 159304532",4.09357325200,,2.2856000,5863.00,4.410000,1.050000,1.030000,"Transit","Kepler",1
"HD 191806 b","HD 191806","TIC 294684871",1603.38923000000,,,,,,1.070000,"Radial Velocity","Haute-Provence Observatory",1
"Kepler-11 f","Kepler-11","TIC 169175503",46.68880000000,0.05480000,6.4310000,5663.00,4.366000,1.065000,0.961000,"Transit","Kepler",1
"Kepler-1226 b","Kepler-1226","TIC 27845000",17.29234530000,,6.7240000,5923.00,4.430000,1.020000,1.020000,"Transit","Kepler",1
"TIC 437041147 b","TIC 437041147","TIC 437041147",3.82301421497,,2.1217414,5224.36,4.429900,0.961092,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"K2-83 b","K2-83","TIC 242988068",2.74697000000,,1.6640000,3910.00,4.863000,0.424000,0.484000,"Transit","K2",1
"Kepler-731 b","Kepler-731","TIC 272366748",3.85560355100,,3.2096900,5849.00,4.410000,1.060000,1.030000,"Transit","Kepler",1
"HD 213240 b","HD 213240","TIC 144068704",882.70001000000,,,5979.00,4.270000,1.510000,1.570000,"Radial Velocity","La Silla Observatory",1
"Kepler-561 b","Kepler-561","TIC 270700432",58.36204950000,,6.2859000,5646.00,4.480000,0.940000,0.960000,"Transit","Kepler",1
"K2-138 g","K2-138","TIC 4610830",41.96797000000,,4.7500000,5356.30,4.540000,0.863000,0.935000,"Transit","K2",1
"HIP 29442 d","TOI-469","TIC 33692729",6.42957500000,,3.0800000,5289.00,4.390000,0.980000,0.901000,"Radial Velocity","Paranal Observatory",1
"HD 62364 c","HD 62364","TIC 271972463",74839.94555000000,,,,,,1.190000,"Radial Velocity","Multiple Observatories",1
"Kepler-978 b","Kepler-978","TIC 158317637",49.62215090000,,7.0930000,6002.00,4.380000,1.090000,1.070000,"Transit","Kepler",1
"HD 29985 b","HD 29985","TIC 170867837",20608.14049000000,,,,,,0.750000,"Radial Velocity","Multiple Observatories",1
"GJ 682 b","GJ 682","TIC 16909043",17.47800000000,,,3028.00,,,0.270000,"Radial Velocity","Multiple Observatories",1
"Kepler-454 d","Kepler-454","TIC 121276638",4073.00000000000,,,5687.00,,1.066000,1.030000,"Radial Velocity","Roque de los Muchachos Observatory",1
"Kepler-338 d","Kepler-338","TIC 258203303",44.43101400000,,10.6240000,5923.00,4.017000,1.735000,,"Transit","Kepler",1
"Kepler-138 b","Kepler-138","TIC 159376971",10.31340000000,,,3841.00,4.710000,0.535000,0.535000,"Transit","Kepler",1
"Kepler-138 c","Kepler-138","TIC 159376971",13.78150000000,,,3841.00,4.710000,0.535000,0.535000,"Transit","Kepler",1
"Kepler-138 d","Kepler-138","TIC 159376971",23.09230000000,,,3841.00,4.710000,0.535000,0.535000,"Transit","Kepler",1
"Kepler-1933 b","Kepler-1933","TIC 120103486",4.94329023400,,,5661.00,4.415000,1.008000,0.964000,"Transit","Kepler",1
"Kepler-1101 b","Kepler-1101","TIC 271163971",81.31510590000,,5.7620000,5614.00,4.500000,0.910000,0.940000,"Transit","Kepler",1
"HD 18438 b","HD 18438","TIC 297820335",803.00000000000,,,3860.00,0.900000,88.475000,1.840000,"Radial Velocity","Bohyunsan Optical Astronomical Observatory",1
"HD 95735 c","GJ 411","TIC 166646191",2946.00000000000,,,3719.00,4.895000,0.368500,0.389900,"Radial Velocity","Multiple Observatories",1
"Kepler-292 d","Kepler-292","TIC 271960465",7.05567900000,,3.1450000,5299.00,4.536000,0.826000,,"Transit","Kepler",1
"HD 45364 b","HD 45364","TIC 117768715",225.79000000000,,,5466.00,,0.890000,0.820000,"Radial Velocity","La Silla Observatory",1
"HATS-53 b","HATS-53","TIC 157266693",3.85377680000,,3.5064000,5644.00,4.340000,1.101000,0.964000,"Transit","HATSouth",1
"Kepler-260 b","Kepler-260","TIC 137348863",8.18739900000,,3.0270000,5250.00,4.494000,0.862000,,"Transit","Kepler",1
"TOI-4156 b","TOI-4156","TIC 462553953",4.46189034133,,3.1219890,5971.64,4.427600,1.039630,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-347 c","Kepler-347","TIC 299158566",27.32087100000,,3.9270000,6088.00,4.472000,1.005000,,"Transit","Kepler",1
"HD 110014 b","HD 110014","TIC 32448045",835.47700000000,,,4445.00,2.100000,20.900000,2.170000,"Radial Velocity","La Silla Observatory",1
"HD 220197 b","HD 220197","TIC 435199076",1728.00000000000,,,5683.00,4.420000,0.980000,0.910000,"Radial Velocity","Roque de los Muchachos Observatory",1
"WASP-37 b","WASP-37","TIC 368805700",3.57746900000,1.42700000,3.1296000,5800.00,4.250000,1.003000,0.925000,"Transit","SuperWASP",1
"Kepler-335 c","Kepler-335","TIC 272085033",67.84446900000,,12.1570000,5877.00,4.017000,1.854000,,"Transit","Kepler",1
"KOI-3503 c","KOI-3503","TIC 138097784",31.82800000000,,,6001.00,,1.255000,0.858000,"Transit","Kepler",1
"WASP-46 b","WASP-46","TIC 231663901",1.43036763000,,,5600.00,4.489000,0.858000,0.828000,"Transit","SuperWASP",1
"HD 115404 A c","HD 115404 A","TIC 373765355",15319.22517000000,,,,,,0.830000,"Radial Velocity","Multiple Observatories",1
"Kepler-1507 b","Kepler-1507","TIC 158786851",16.05062130000,,2.9390000,5410.00,4.530000,0.850000,0.890000,"Transit","Kepler",1
"K2-273 b","K2-273","TIC 175233369",11.71956630000,,,5161.00,4.530000,0.850000,0.890000,"Transit","K2",1
"TOI-1221 b","TOI-1221","TIC 349095149",91.68278000000,0.07200000,8.1200000,5592.00,4.380000,1.031000,0.930000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-253 d","Kepler-253","TIC 63065911",18.11986900000,,4.2900000,5208.00,4.595000,0.786000,,"Transit","Kepler",1
"CoRoT-4 b","CoRoT-4","TIC 36440357",9.20205000000,,,6190.00,4.410000,1.170000,1.160000,"Transit","CoRoT",1
"TOI-3894 b","TOI-3894","TIC 165464482",4.33454000000,0.89780000,3.5950000,6000.00,4.143000,1.502000,1.138000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-1038 b","Kepler-1038","TIC 268483792",148.46033820000,,5.4020000,5335.00,4.550000,0.830000,0.870000,"Transit","Kepler",1
"Kepler-846 b","Kepler-846","TIC 399911496",19.80792185000,,3.5240000,5579.00,4.500000,0.910000,0.940000,"Transit","Kepler",1
"Kepler-866 b","Kepler-866","TIC 159307214",2.61703253600,,2.0451000,4751.00,4.620000,0.710000,0.750000,"Transit","Kepler",1
"KOI-884 e","Kepler-247","TIC 158792051",31.10165900000,,,,,0.788000,0.887000,"Transit Timing Variations","Kepler",1
"TOI-2411 b","TOI-2411","TIC 10837041",0.78269420000,,,4099.00,4.590000,0.680000,0.650000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-301 c","Kepler-301","TIC 48419097",5.41902600000,,2.2810000,5815.00,4.525000,0.900000,,"Transit","Kepler",1
"K2-409 b","K2-409","TIC 432261603",1.90808400000,,,5742.00,4.204000,1.228000,0.886000,"Transit","K2",1
"Kepler-37 d","Kepler-37","TIC 164652245",39.79226220000,,,5357.00,,0.789000,0.790000,"Transit","Kepler",1
"TIC 46432937 b","TIC 46432937","TIC 46432937",1.44044527000,,1.1950000,3572.00,4.740000,0.529900,0.563000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"TOI-4562 b","TOI-4562","TIC 349576261",225.10640000000,,,6096.00,4.390000,1.152000,1.192000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-560 b","Kepler-560","TIC 239275865",18.47764449000,,1.8777000,3556.00,4.940000,0.330000,0.340000,"Transit","Kepler",1
"KMT-2023-BLG-1866L b","KMT-2023-BLG-1866L",,,,,,,,0.510000,"Microlensing","KMTNet",1
"HD 74156 c","HD 74156","TIC 379949822",2448.48726000000,,,,,,1.100000,"Radial Velocity","Haute-Provence Observatory",1
"GJ 273 c","GJ 273","TIC 318686860",4.72340000000,,,3382.00,,0.293000,0.290000,"Radial Velocity","La Silla Observatory",1
"Kepler-1921 c","Kepler-1921","TIC 239287963",3.15722086000,0.00497000,3.7620000,6120.00,3.934000,2.000000,1.251000,"Transit","Kepler",1
"TOI-5292 A b","TOI-5292 A","TIC 33397739",2.02191000000,,1.8840000,3919.00,4.642000,0.611000,0.596000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"TOI-1883 b","TOI-1883","TIC 348755728",4.50800000000,,1.9510000,3554.00,4.719000,0.506000,0.495000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"HD 127195 b","HD 127195","TIC 127725774",534.50000000000,,,4981.00,3.290000,4.160000,1.340000,"Radial Velocity","La Silla Observatory",1
"HD 127195 c","HD 127195","TIC 127725774",836.99000000000,,,4981.00,3.290000,4.160000,1.340000,"Radial Velocity","La Silla Observatory",1
"TOI-1272 b","TOI-1272","TIC 417948359",3.31597650000,,1.5210000,4985.00,4.551000,0.800000,0.828000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"TOI-1694 c","TOI-1694","TIC 396740648",386.25000000000,,,5005.00,4.536000,0.812000,0.828000,"Radial Velocity","W. M. Keck Observatory",1
"Gaia23braL b","Gaia23braL","TIC 848465592",,,,,,,0.774000,"Microlensing","European Space Agency (ESA) Gaia Satellite",1
"DMPP-7 b","DMPP-7","TIC 365158631",4.92666000000,,,6096.00,4.170000,1.490000,1.230000,"Radial Velocity","Multiple Observatories",1
"KMT-2025-BLG-1160L b","KMT-2025-BLG-1160L",,,,,,,,0.580000,"Microlensing","KMTNet",1
"K2-99 c","K2-99","TIC 176966903",522.20000000000,,33.6000000,6069.00,3.783000,2.550000,1.440000,"Radial Velocity","Multiple Observatories",1
"TOI-1064 b","TOI-1064","TIC 79748331",6.44386800000,0.10670000,1.9800000,4734.00,4.600000,0.726000,0.748000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-841 b","Kepler-841","TIC 267569980",124.41983980000,,3.6612000,5324.00,4.560000,0.810000,0.850000,"Transit","Kepler",1
"TOI-5605 b","TOI-5605","TIC 252469648",5.91340454843,,2.3829991,4583.79,4.637200,0.736044,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"HD 27894 d","HD 27894","TIC 396697266",5019.54244000000,,,,,,0.810000,"Radial Velocity","La Silla Observatory",1
"Kepler-186 e","Kepler-186","TIC 268159861",22.40770400000,,,3788.00,4.770000,0.472000,0.478000,"Transit","Kepler",1
"Kepler-1987 d","Kepler-1987","TIC 271958892",5.64491415400,0.13979000,2.2599000,4769.00,4.622000,0.714000,0.799000,"Transit","Kepler",1
"Kepler-1233 b","Kepler-1233","TIC 273131021",45.12630420000,,6.6310000,6198.00,4.300000,1.250000,1.160000,"Transit","Kepler",1
"HD 29021 b","HD 29021","TIC 458350670",1365.00000000000,,,,,,0.860000,"Radial Velocity","Haute-Provence Observatory",1
"Kepler-205 b","Kepler-205","TIC 399822422",2.75564000000,,1.9480000,4321.00,4.735000,0.546000,,"Transit","Kepler",1
"Kepler-549 c","Kepler-549","TIC 164455792",117.04049800000,,8.5450000,5360.00,4.540000,0.840000,0.880000,"Transit","Kepler",1
"Kepler-1221 b","Kepler-1221","TIC 279912260",12.00096042000,,3.4330000,5194.00,4.550000,0.820000,0.870000,"Transit","Kepler",1
"Kepler-1836 b","Kepler-1836","TIC 137556026",5.25416994100,,,6123.00,4.472000,0.987000,1.053000,"Transit","Kepler",1
"Kepler-257 b","Kepler-257","TIC 273132699",2.38266700000,,1.8120000,5180.00,4.360000,1.037000,,"Transit","Kepler",1
"Kepler-42 b","Kepler-42","TIC 63126862",1.21376720000,,,3068.00,,0.170000,0.130000,"Transit","Kepler",1
"HD 75302 b","HD 75302","TIC 262587669",4356.00000000000,,,,,,1.060000,"Radial Velocity","La Silla Observatory",1
"Kepler-44 b","Kepler-44","TIC 239277658",3.24672930000,,3.1240000,5800.00,4.220000,1.350000,1.120000,"Transit","Kepler",1
"Kepler-425 b","Kepler-425","TIC 122441491",3.79701816000,,2.3530000,5170.00,4.535000,0.860000,0.930000,"Transit","Kepler",1
"KOI-984 c","KOI-984","TIC 122784501",21.51200000000,,,5295.00,4.540000,0.818000,0.928000,"Transit Timing Variations","Kepler",1
"Kepler-1912 b","Kepler-1912","TIC 123444694",6.05921983700,,,5734.00,4.462000,0.962000,0.977000,"Transit","Kepler",1
"Kepler-336 d","Kepler-336","TIC 122298677",20.67877200000,,4.5150000,5867.00,4.264000,1.304000,,"Transit","Kepler",1
