pl_name,hostname,tic_id,pl_orbper,pl_trandep,pl_trandur,st_teff,st_logg,st_rad,st_mass,discoverymethod,disc_facility,default_flag
"Kepler-471 b","Kepler-471","TIC 268604331",5.01423457500,,4.6115300,6733.00,4.100000,1.800000,1.490000,"Transit","Kepler",1
"KMT-2020-BLG-0414L b","KMT-2020-BLG-0414L",,,,,,,,0.490000,"Microlensing","KMTNet",1
"pi Men c","HD 39091","TIC 261136679",6.26783990000,0.02675900,2.9520240,5998.00,4.430000,1.170000,1.070000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-577 b","Kepler-577","TIC 378085037",25.69578251000,,3.9289000,4984.00,4.610000,0.730000,0.780000,"Transit","Kepler",1
"Kepler-433 b","Kepler-433","TIC 169556484",5.33408384000,,6.1780000,6360.00,3.892000,2.260000,1.460000,"Transit","Kepler",1
"LHS 1815 b","LHS 1815","TIC 260004324",3.81433400000,,,3643.00,4.770000,0.501000,0.502000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"TOI-913 b","TOI-913","TIC 407126408",11.09864400000,,,4969.00,4.622000,0.732500,0.820000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"TOI-1105 b","TOI-1105","TIC 274151135",10.86818410933,,2.8568849,4678.46,4.577600,0.755833,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"TOI-3353.01","TOI-3353","TIC 391903064",4.66579650000,,3.0411764,6365.00,4.545160,1.020700,1.332089,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-262 b","Kepler-262","TIC 122673489",13.06085500000,,3.2780000,5841.00,4.541000,0.881000,,"Transit","Kepler",1
"TYC 2187-512-1 b","TYC 2187-512-1","TIC 283031851",691.90000000000,,,3734.00,4.680000,0.495000,0.498000,"Radial Velocity","Calar Alto Observatory",1
"TOI-942 c","TOI-942","TIC 146520535",10.15627200000,,,,,0.894000,0.822000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-1679 b","Kepler-1679","TIC 27006340",9.75376000000,,,5501.00,4.538120,0.873196,0.960000,"Transit","Kepler",1
"Kepler-293 c","Kepler-293","TIC 158216544",54.15574300000,,4.6080000,5804.00,4.504000,0.957000,,"Transit","Kepler",1
"Kepler-1055 b","Kepler-1055","TIC 159440697",2.29503623300,,1.6459000,5723.00,4.490000,0.940000,0.980000,"Transit","Kepler",1
"KMT-2024-BLG-0404L b","KMT-2024-BLG-0404L",,,,,,,,0.090000,"Microlensing","KMTNet",1
"K2-19 d","K2-19","TIC 281885301",2.50827000000,,,5350.00,4.556000,0.824000,0.892000,"Transit","K2",1
"WASP-124 b","WASP-124","TIC 97409519",3.37265000000,,2.5704000,6050.00,4.440000,1.020000,1.070000,"Transit","SuperWASP-South",1
"TOI-6884 b","TOI-6884","TIC 156514476",4.80826400000,0.26800000,2.5630000,6330.00,4.057000,1.840000,1.410000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"TOI-5788 c","TOI-5788","TIC 42883782",16.21336200000,,,5615.00,4.420000,0.870000,0.870000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-49 e","Kepler-49","TIC 137555411",18.59610800000,,2.1640000,4252.00,4.727000,0.559000,,"Transit","Kepler",1
"Kepler-745 b","Kepler-745","TIC 137307173",9.93143556000,,5.6590000,5849.00,4.420000,1.040000,1.040000,"Transit","Kepler",1
"GJ 674 b","GJ 674","TIC 218263393",4.69380000000,,,3600.00,,,0.350000,"Radial Velocity","La Silla Observatory",1
"Kepler-551 b","Kepler-551","TIC 350812580",12.37646610000,,2.7534000,4286.00,4.660000,0.630000,0.650000,"Transit","Kepler",1
"Kepler-9 d","Kepler-9","TIC 120571842",1.59285100000,,1.9700000,5777.00,4.490000,1.020000,1.070000,"Transit","Kepler",1
"Kepler-1508 b","Kepler-1508","TIC 170346081",20.70565040000,,9.0290000,6158.00,4.320000,1.220000,1.140000,"Transit","Kepler",1
"Kepler-59 c","Kepler-59","TIC 158393923",17.98012350000,,4.1249000,6074.00,4.510000,0.940000,1.040000,"Transit","Kepler",1
"Kepler-204 c","Kepler-204","TIC 120495446",25.66059300000,,4.3830000,5812.00,4.269000,1.238000,,"Transit","Kepler",1
"Kepler-1404 b","Kepler-1404","TIC 27766705",15.93147390000,,2.7100000,5261.00,4.560000,0.800000,0.840000,"Transit","Kepler",1
"Kepler-1396 b","Kepler-1396","TIC 270954695",18.22064210000,,5.3130000,6195.00,4.300000,1.270000,1.180000,"Transit","Kepler",1
"HD 190007 b","HD 190007","TIC 345217789",11.72412800000,,,4610.00,4.580000,,0.770000,"Radial Velocity","Multiple Observatories",1
"TOI-1117 c","TOI-1117","TIC 295541511",4.57900000000,,,5635.00,4.410000,1.050000,0.970000,"Radial Velocity","La Silla Observatory",1
"KMT-2022-BLG-1818L c","KMT-2022-BLG-1818L",,,,,,,,0.790000,"Microlensing","KMTNet",1
"OGLE-2019-BLG-0299L b","OGLE-2019-BLG-0299L",,,,,,,,0.590000,"Microlensing","OGLE",1
"TOI-2368 b","TOI-2368","TIC 401125028",5.17500730000,1.28300000,2.0250000,5360.00,4.538000,0.846000,0.897000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"V0391 Peg b","V0391 Peg","TIC 397595169",1170.00000000000,,,29300.00,5.400000,0.230000,0.500000,"Pulsation Timing Variations","Multiple Observatories",1
"HD 95089 c","HD 95089","TIC 345078350",1785.00000000000,,,4918.00,3.240000,5.080000,1.540000,"Radial Velocity","W. M. Keck Observatory",1
"Kepler-222 c","Kepler-222","TIC 158625100",10.08881000000,,1.7140000,5433.00,4.551000,0.869000,,"Transit","Kepler",1
"Kepler-1714 b","Kepler-1714","TIC 270698316",10.27530003000,,,6150.00,3.960000,2.086000,1.448000,"Transit","Kepler",1
"K2-243 c","K2-243","TIC 96199085",24.94598000000,0.01900000,5.2000000,6570.00,4.260000,1.390000,1.290000,"Transit","K2",1
"KMT-2021-BLG-0912L b","KMT-2021-BLG-0912L",,,,,,,,0.800000,"Microlensing","KMTNet",1
"Kepler-926 b","Kepler-926","TIC 394174412",52.06886010000,,3.0436000,5806.00,4.430000,1.010000,1.010000,"Transit","Kepler",1
"KMT-2017-BLG-1038L b","KMT-2017-BLG-1038L",,,,,,,,0.370000,"Microlensing","KMTNet",1
"Kepler-192 d","Kepler-192","TIC 158626833",6.47027579000,,3.2410000,5487.00,4.460000,0.940000,0.940000,"Transit","Kepler",1
"TOI-2196 b","TOI-2196","TIC 372172128",1.19472680000,,1.5040000,5634.00,4.420000,1.043000,1.032000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-1250 b","Kepler-1250","TIC 158559861",2.60754383400,,1.4646000,5717.00,4.460000,0.980000,0.990000,"Transit","Kepler",1
"TOI-883 b","TOI-883","TIC 123846039",10.05771848538,,3.6924820,5713.15,4.432100,1.014770,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"TOI-815 c","TOI-815","TIC 102840239",34.97614500000,,2.9700000,4869.00,4.510000,0.770000,0.776000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"HD 170469 b","HD 170469","TIC 320362897",1145.00000000000,,,5842.00,4.300000,1.240000,1.100000,"Radial Velocity","W. M. Keck Observatory",1
"Kepler-330 c","Kepler-330","TIC 158727691",15.95538700000,,3.9170000,5117.00,4.636000,0.722000,,"Transit","Kepler",1
"K2-381 b","K2-381","TIC 10195089",7.93893340000,,,4473.00,4.653000,0.675000,0.754000,"Transit","K2",1
"Kepler-905 b","Kepler-905","TIC 159225367",5.08274651700,,1.7354000,5461.00,4.550000,0.860000,0.950000,"Transit","Kepler",1
"HD 240210 b","HD 240210","TIC 315415155",501.75000000000,,,4297.00,2.310000,,0.820000,"Radial Velocity","McDonald Observatory",1
"HD 165131 b","HD 165131","TIC 105138916",2342.60000000000,,,5870.00,4.390000,,1.060000,"Radial Velocity","Multiple Facilities",1
"Kepler-1977 b","Kepler-1977","TIC 122515768",4.53702121000,0.05044000,1.8130000,4805.00,4.633000,0.688000,0.769000,"Transit","Kepler",1
"Kepler-1594 b","Kepler-1594","TIC 270695341",2.71603809000,,1.8590000,5946.00,4.390000,1.080000,1.060000,"Transit","Kepler",1
"Kepler-909 b","Kepler-909","TIC 159096688",13.93290318000,,2.5119000,6154.00,4.330000,1.230000,1.170000,"Transit","Kepler",1
"Kepler-345 c","Kepler-345","TIC 271546191",9.38742700000,,1.5550000,4504.00,4.683000,0.623000,,"Transit","Kepler",1
"KMT-2017-BLG-2509L b","KMT-2017-BLG-2509L",,,,,,,,0.460000,"Microlensing","KMTNet",1
"Kepler-655 b","Kepler-655","TIC 273044848",46.40633580000,,6.9941000,6170.00,4.310000,1.240000,1.150000,"Transit","Kepler",1
"Kepler-9 b","Kepler-9","TIC 120571842",19.23891000000,,4.2430000,5774.00,4.490000,0.958000,1.022000,"Transit","Kepler",1
"HD 150010 b","HD 150010","TIC 233008631",562.00000000000,,,4153.00,2.100000,16.200000,1.300000,"Radial Velocity","Bohyunsan Optical Astronomical Observatory",1
"KMT-2021-BLG-0119L b","KMT-2021-BLG-0119L",,,,,,,,0.560000,"Microlensing","KMTNet",1
"K2-277 b","K2-277","TIC 404421005",6.32676800000,0.04180000,1.9656000,5680.00,4.452000,0.973000,0.974000,"Transit","K2",1
"ups And b","ups And","TIC 189576919",4.61703300000,,,,,1.560000,1.300000,"Radial Velocity","Lick Observatory",1
"KMT-2023-BLG-0949L b","KMT-2023-BLG-0949L",,,,,,,,0.480000,"Microlensing","KMTNet",1
"Kepler-797 b","Kepler-797","TIC 169176157",27.07237711000,,6.9430000,5680.00,4.470000,0.950000,0.960000,"Transit","Kepler",1
"Kepler-1123 b","Kepler-1123","TIC 27188610",4.33946454000,,2.2973000,5500.00,4.500000,0.900000,0.930000,"Transit","Kepler",1
"Kepler-137 c","Kepler-137","TIC 123415819",18.73575300000,,3.0050000,5187.00,4.553000,0.802000,,"Transit","Kepler",1
"Kepler-373 b","Kepler-373","TIC 299218776",5.53530900000,,2.8640000,5787.00,4.562000,0.845000,,"Transit","Kepler",1
"TrES-5 b","TrES-5","TIC 233948455",1.48224686000,,,5171.00,4.517000,0.868000,0.901000,"Transit","TrES",1
"Kepler-1947 b","Kepler-1947","TIC 272180236",6.96363019900,,,6040.00,3.978000,1.686000,0.984000,"Transit","Kepler",1
"Kepler-898 b","Kepler-898","TIC 158272820",5.87061910000,,2.4983000,4223.00,4.660000,0.620000,0.650000,"Transit","Kepler",1
"HD 195019 b","HD 195019","TIC 210171104",18.20132000000,,,5751.00,4.180000,1.480000,1.210000,"Radial Velocity","Lick Observatory",1
"Kepler-109 b","Kepler-109","TIC 122441003",6.48163070000,,,5950.00,,1.387000,1.094000,"Transit","Kepler",1
"Kepler-1072 b","Kepler-1072","TIC 63072565",1.56906650200,,2.7835000,6199.00,4.270000,1.320000,1.200000,"Transit","Kepler",1
"TOI-2267 c","TOI-2267 A","TIC 459837008",3.49504120000,0.28200000,0.8930000,3030.00,4.990000,0.207500,0.171000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"MOA-2022-BLG-091L b","MOA-2022-BLG-091L",,,,,,,,0.750000,"Microlensing","MOA",1
"Kepler-1921 b","Kepler-1921","TIC 239287963",20.03479958000,,,6120.00,3.934000,2.000000,1.251000,"Transit","Kepler",1
"KMT-2019-BLG-2974L b","KMT-2019-BLG-2974L",,,,,,,,0.470000,"Microlensing","KMTNet",1
"GJ 3082 b","GJ 3082","TIC 206548902",11.94900000000,,,,,,0.470000,"Radial Velocity","Multiple Facilities",1
"Kepler-835 b","Kepler-835","TIC 164527012",11.41909375000,,4.3820000,5954.00,4.380000,1.110000,1.080000,"Transit","Kepler",1
"HD 125595 b","HD 125595","TIC 180030300",9.67370000000,,,4691.00,4.170000,0.740000,0.290000,"Radial Velocity","La Silla Observatory",1
"Kepler-1045 b","Kepler-1045","TIC 164670756",26.41045478000,,2.9960000,5301.00,4.550000,0.820000,0.860000,"Transit","Kepler",1
"Kepler-186 d","Kepler-186","TIC 268159861",13.34299600000,,,3788.00,4.770000,0.472000,0.478000,"Transit","Kepler",1
"Kepler-644 b","Kepler-644","TIC 271669616",3.17391710300,,3.5066000,6747.00,4.090000,1.810000,1.490000,"Transit","Kepler",1
"Kepler-576 b","Kepler-576","TIC 139036554",29.91136794000,,6.8360000,5672.00,4.460000,0.970000,0.990000,"Transit","Kepler",1
"Kepler-1604 b","Kepler-1604","TIC 351911398",0.68368425600,,0.9993000,4976.00,4.590000,0.760000,0.810000,"Transit","Kepler",1
"HATS-42 b","HATS-42","TIC 98283926",2.29210200000,,3.2664000,6060.00,4.201000,1.480000,1.273000,"Transit","HATSouth",1
"Kepler-441 b","Kepler-441","TIC 267667567",207.24820000000,,6.0500000,4340.00,4.715000,0.550000,0.572000,"Transit","Kepler",1
"TOI-3568 b","TOI-3568","TIC 160390955",4.41796500000,,2.4500000,4969.00,4.630000,0.719000,0.780000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"HD 30177 c","HD 30177","TIC 220408612",11320.00000000000,,,5680.00,,,0.980000,"Radial Velocity","Multiple Observatories",1
"Kepler-947 b","Kepler-947","TIC 271050878",26.96443170000,,3.9490000,5508.00,4.520000,0.870000,0.900000,"Transit","Kepler",1
"HD 129445 b","HD 129445","TIC 258186667",1840.00000000000,,,,,,0.990000,"Radial Velocity","Las Campanas Observatory",1
"K2-198 b","K2-198","TIC 135043332",17.04286830000,,,5212.90,,0.757000,0.799000,"Transit","K2",1
"Kepler-1824 b","Kepler-1824","TIC 360023295",95.61100006000,,,6002.00,4.424000,1.081000,1.135000,"Transit","Kepler",1
"Kepler-334 d","Kepler-334","TIC 158394479",25.09849000000,,2.7670000,5828.00,4.385000,1.068000,,"Transit","Kepler",1
"Kepler-1523 b","Kepler-1523","TIC 272083995",0.93875077000,,1.3901000,5708.00,4.460000,0.960000,0.970000,"Transit","Kepler",1
"TOI-1288 c","TOI-1288","TIC 365733349",416.00000000000,,,5388.00,4.453000,0.958300,0.955200,"Radial Velocity","Multiple Observatories",1
"Kepler-1153 b","Kepler-1153","TIC 158987296",1.75583532700,,1.8136000,5470.00,4.520000,0.880000,0.910000,"Transit","Kepler",1
"Kepler-1011 b","Kepler-1011","TIC 273130565",5.75322197400,,1.6828000,5416.00,4.520000,0.880000,0.910000,"Transit","Kepler",1
"Kepler-566 b","Kepler-566","TIC 159727092",18.42794624000,,2.8702000,5132.00,4.570000,0.790000,0.830000,"Transit","Kepler",1
"HIP 114933 b","HIP 114933","TIC 9007224",1481.60000000000,,,4823.00,2.990000,5.270000,1.390000,"Radial Velocity","Multiple Observatories",1
"Kepler-804 b","Kepler-804","TIC 275573295",14.37457351000,,4.7820000,5817.00,4.400000,1.050000,1.010000,"Transit","Kepler",1
"Kepler-304 d","Kepler-304","TIC 377909730",9.65347100000,,2.9870000,4731.00,4.635000,0.687000,,"Transit","Kepler",1
"Kepler-561 c","Kepler-561","TIC 270700432",5.35016198300,,2.2430000,5646.00,4.480000,0.940000,0.960000,"Transit","Kepler",1
"HAT-P-45 b","HAT-P-45","TIC 167227214",3.12899200000,,3.4464000,6330.00,4.300000,1.319000,1.259000,"Transit","HATNet",1
"Kepler-158 d","Kepler-158","TIC 120103325",0.64508800000,,1.2000000,4895.97,,0.668000,0.656000,"Transit","Kepler",1
"OGLE-2012-BLG-0026L c","OGLE-2012-BLG-0026L",,,,,,,,1.060000,"Microlensing","OGLE",1
"HD 190647 b","HD 190647","TIC 48777312",1176.45000000000,,,5656.00,4.162000,1.376000,1.069000,"Radial Velocity","La Silla Observatory",1
"TIC 9344899 b","TIC 9344899","TIC 9344899",8.58215660000,0.71000000,4.0000000,5800.00,4.390000,1.060000,0.980000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"HD 30669 b","HD 30669","TIC 607907",1684.00000000000,,,5400.00,4.370000,0.910000,0.920000,"Radial Velocity","La Silla Observatory",1
"TOI-4961 b","TOI-4961","TIC 420202798",7.47918200000,1.54100000,3.5280000,5380.00,4.479000,0.912000,0.912000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-19 c","Kepler-19","TIC 122375047",28.73100000000,,,5544.00,4.510000,0.859000,0.936000,"Transit Timing Variations","Kepler",1
"GJ 887 e","GJ 887","TIC 155315739",4.42490000000,,,3688.00,4.156000,0.468000,0.495000,"Radial Velocity","Multiple Observatories",1
"Kepler-253 c","Kepler-253","TIC 63065911",10.28195100000,,3.5170000,5208.00,4.595000,0.786000,,"Transit","Kepler",1
"KMT-2023-BLG-0830L b","KMT-2023-BLG-0830L",,,,,,,,0.220000,"Microlensing","KMTNet",1
"WASP-185 b","WASP-185","TIC 46020827",9.38755000000,0.73000000,4.6080000,5900.00,4.130000,1.500000,1.120000,"Transit","WASP-South",1
"Kepler-970 b","Kepler-970","TIC 122069243",16.73652500000,,2.2000000,4290.00,,0.710000,0.670000,"Transit","Kepler",1
"Kepler-1550 b","Kepler-1550","TIC 121395435",225.58280900000,,11.1810000,5991.00,4.380000,1.110000,1.070000,"Transit","Kepler",1
"OGLE-2017-BLG-0640L b","OGLE-2017-BLG-0640L",,,,,,,,0.320000,"Microlensing","OGLE",1
"Kepler-48 d","Kepler-48","TIC 171882123",42.89610000000,,,5194.00,4.487000,0.890000,0.880000,"Transit","Kepler",1
"Kepler-1569 b","Kepler-1569","TIC 137488218",5.79180156000,,3.2730000,6319.00,4.240000,1.400000,1.250000,"Transit","Kepler",1
"CoRoT-6 b","CoRoT-6","TIC 130502317",8.88659300000,,4.0800000,6090.00,4.430000,1.025000,1.050000,"Transit","CoRoT",1
"HD 221416 b","HD 221416","TIC 441462736",14.27670000000,,,5080.00,3.584000,2.943000,1.212000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"TOI-2537 b","TOI-2537","TIC 399967279",94.10220000000,1.79100000,4.9370000,4870.00,4.551000,0.771000,0.771000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"TOI-1824 b","TOI-1824","TIC 142387023",22.80853300000,,4.1100011,5165.00,4.562000,0.812300,0.880100,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"HD 128717 b","HD 128717","TIC 298163592",3420.00000000000,,,6210.00,4.329000,1.248000,1.212000,"Astrometry","European Space Agency (ESA) Gaia Satellite",1
"KMT-2018-BLG-1976L b","KMT-2018-BLG-1976L",,,,,,,,0.650000,"Microlensing","KMTNet",1
"HD 163607 c","HD 163607","TIC 232620788",1272.00000000000,,,5522.00,3.970000,1.760000,1.120000,"Radial Velocity","W. M. Keck Observatory",1
"Kepler-1916 b","Kepler-1916","TIC 26751240",31.25429916000,,,6246.00,4.433000,1.092000,1.180000,"Transit","Kepler",1
"TOI-283 b","TOI-283","TIC 382626661",17.61745000000,,,5213.00,4.500000,0.850000,0.800000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"KMT-2016-BLG-1836L b","KMT-2016-BLG-1836L",,,,,,,,0.490000,"Microlensing","KMTNet",1
"Kepler-1581 b","Kepler-1581","TIC 121215710",6.28385491000,,4.1240000,6022.00,4.310000,1.230000,1.120000,"Transit","Kepler",1
"TIC 62895484 b","TIC 62895484","TIC 62895484",2.83985434327,,2.4833628,5520.79,4.456700,0.874291,,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"KMT-2017-BLG-0673L b","KMT-2017-BLG-0673L",,,,,,,,0.630000,"Microlensing","KMTNet",1
"Kepler-766 b","Kepler-766","TIC 138036952",6.10027804000,,4.7487000,5992.00,4.360000,1.150000,1.100000,"Transit","Kepler",1
"Kepler-100 e","Kepler-100","TIC 159654016",60.88858800000,,,,,,1.097000,"Radial Velocity","W. M. Keck Observatory",1
"K2-47 b","K2-47","TIC 301603728",31.63720000000,,4.0000000,5054.00,4.544000,0.760000,0.750000,"Transit","K2",1
"TOI-2295 b","TOI-2295","TIC 48018596",30.03330200000,1.07000000,3.0100000,5730.00,4.176000,1.459000,1.168000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"BD+14 4559 b","BD+14 4559","TIC 230183006",268.94000000000,,,4864.00,4.260000,0.860000,0.490000,"Radial Velocity","McDonald Observatory",1
"Kepler-395 c","Kepler-395","TIC 270520765",34.98926200000,,4.4590000,4262.00,4.729000,0.556000,,"Transit","Kepler",1
"HD 79181 b","HD 79181","TIC 229846907",273.10000000000,,,4862.00,2.450000,11.060000,1.280000,"Radial Velocity","Okayama Astrophysical Observatory",1
"OGLE-2023-BLG-0836L b","OGLE-2023-BLG-0836L",,,,,,,,0.710000,"Microlensing","OGLE",1
"Kepler-176 c","Kepler-176","TIC 271159950",12.75971200000,,3.5410000,5232.00,4.474000,0.891000,,"Transit","Kepler",1
"OGLE-2014-BLG-1722L c","OGLE-2014-BLG-1722L",,,,,,,,0.400000,"Microlensing","OGLE",1
"Kepler-1017 b","Kepler-1017","TIC 237188153",7.23400469000,,2.1648000,5473.00,4.530000,0.870000,0.930000,"Transit","Kepler",1
"Kepler-1672 b","Kepler-1672","TIC 170236331",150.87800000000,,,6131.95,4.428940,1.088410,1.160000,"Transit","Kepler",1
"Kepler-1209 b","Kepler-1209","TIC 399953998",25.36911600000,,4.6340000,6210.00,4.240000,1.380000,1.230000,"Transit","Kepler",1
"Kepler-496 b","Kepler-496","TIC 137341066",8.30864937000,,3.2210000,5293.00,4.550000,0.820000,0.860000,"Transit","Kepler",1
"Kepler-1410 b","Kepler-1410","TIC 122450207",60.86616800000,,4.4200000,4092.00,4.670000,0.600000,0.630000,"Transit","Kepler",1
"GJ 3021 b","GJ 3021","TIC 290543478",133.71000000000,,,5540.00,4.700000,0.900000,0.900000,"Radial Velocity","La Silla Observatory",1
"Kepler-915 b","Kepler-915","TIC 159396818",4.59489604000,,2.8530000,6173.00,4.240000,1.380000,1.210000,"Transit","Kepler",1
"HIP 10090 b","HIP 10090","TIC 123405803",2960.00000000000,,,5661.00,,,0.940000,"Radial Velocity","Multiple Facilities",1
"Kepler-626 b","Kepler-626","TIC 121734202",14.48585199000,,2.7143000,5813.00,4.400000,1.050000,1.010000,"Transit","Kepler",1
"Kepler-1151 b","Kepler-1151","TIC 63204022",65.64784240000,,4.4120000,5470.00,4.530000,0.850000,0.880000,"Transit","Kepler",1
"Kepler-215 c","Kepler-215","TIC 271352188",14.66710800000,,3.8550000,5739.00,4.364000,1.027000,,"Transit","Kepler",1
"Kepler-271 c","Kepler-271","TIC 164414655",7.41086267000,,3.2769000,5555.00,4.520000,0.870000,0.900000,"Transit","Kepler",1
"Kepler-1521 b","Kepler-1521","TIC 137817355",47.14840805000,,3.0668000,5042.00,4.590000,0.760000,0.810000,"Transit","Kepler",1
"Kepler-1015 b","Kepler-1015","TIC 63373862",16.00494214000,,6.4648000,6769.00,4.090000,1.810000,1.490000,"Transit","Kepler",1
"HD 68402 b","HD 68402","TIC 272546396",1103.00000000000,,,5950.00,4.470000,1.020000,1.120000,"Radial Velocity","Multiple Observatories",1
"Kepler-549 b","Kepler-549","TIC 164455792",42.94956490000,,5.3469000,5360.00,4.540000,0.840000,0.880000,"Transit","Kepler",1
"K2-165 d","K2-165","TIC 149969625",14.10136100000,,,5185.00,4.460000,0.803827,0.834847,"Transit","K2",1
"Kepler-714 b","Kepler-714","TIC 123499118",8.09888798600,,4.2147900,5995.00,4.370000,1.120000,1.090000,"Transit","Kepler",1
"Kepler-1348 b","Kepler-1348","TIC 26582909",27.57227420000,,5.2920000,5911.00,4.420000,1.040000,1.040000,"Transit","Kepler",1
"TOI-277 b","TOI-277","TIC 439456714",3.99400000000,,,4031.00,4.580000,0.362000,0.160000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-1768 b","Kepler-1768","TIC 239236731",15.13589954000,,,6050.00,4.137000,1.572000,1.240000,"Transit","Kepler",1
"OGLE-2013-BLG-0102L b","OGLE-2013-BLG-0102L",,,,,,,,0.096000,"Microlensing","OGLE",1
"KMT-2018-BLG-0748L b","KMT-2018-BLG-0748L",,,,,,,,0.087000,"Microlensing","KMTNet",1
"KMT-2019-BLG-0335L b","KMT-2019-BLG-0335L",,,,,,,,0.320000,"Microlensing","KMTNet",1
"Kepler-431 d","Kepler-431","TIC 123231081",11.92200000000,,,6004.00,4.400000,1.092000,1.071000,"Transit","Kepler",1
"Kepler-1362 b","Kepler-1362","TIC 121660595",136.20562600000,,5.4910000,4857.00,4.600000,0.740000,0.800000,"Transit","Kepler",1
"Kepler-1283 b","Kepler-1283","TIC 184008951",12.94609780000,,9.5830000,6175.00,4.310000,1.250000,1.160000,"Transit","Kepler",1
"KMT-2023-BLG-1454L b","KMT-2023-BLG-1454L",,,,,,,,0.170000,"Microlensing","KMTNet",1
"XO-2 S d","XO-2 S","TIC 356473029",4696.00000000000,,,5325.00,4.420000,1.020000,0.980000,"Radial Velocity","Multiple Observatories",1
"Kepler-186 f","Kepler-186","TIC 268159861",129.94410000000,,5.6200000,3755.00,4.736000,0.523000,0.544000,"Transit","Kepler",1
"EPIC 212297394 c","EPIC 212297394","TIC 287331845",5.21396500000,,2.6200000,5171.00,4.550000,0.800000,0.830000,"Transit","K2",1
"TOI-622 b","TOI-622","TIC 83092282",6.40251300000,,3.9070000,6400.00,4.200000,1.415000,1.313000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-1842 b","Kepler-1842","TIC 158216580",14.02639961000,,,5970.00,4.355000,1.131000,1.057000,"Transit","Kepler",1
"Kepler-1439 b","Kepler-1439","TIC 120578712",8.07392849000,,2.2170000,3578.00,4.830000,0.430000,0.460000,"Transit","Kepler",1
"Kepler-989 b","Kepler-989","TIC 123357893",7.96431535200,,1.4980000,5074.00,4.580000,0.780000,0.820000,"Transit","Kepler",1
"Kepler-398 d","Kepler-398","TIC 137155210",6.83437001000,,2.1537000,4557.00,4.640000,0.670000,0.720000,"Transit","Kepler",1
"TIC 365102760 b","TIC 365102760","TIC 365102760",4.21285367000,,5.5200000,4900.00,3.520000,3.130000,1.170000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"Kepler-1739 b","Kepler-1739","TIC 272279981",7.34370994600,,,5757.00,4.597000,0.762000,0.865000,"Transit","Kepler",1
"Kepler-65 e","Kepler-65","TIC 121731834",258.80000000000,,,,,1.437000,1.248000,"Radial Velocity","W. M. Keck Observatory",1
"EPIC 201170410.02","EPIC 201170410","TIC 38116202",6.79870000000,,,3648.00,4.999000,0.282000,0.287000,"Transit","K2",1
"Kepler-94 c","Kepler-94","TIC 123309556",820.30000000000,,,4781.00,4.590000,0.760000,0.810000,"Radial Velocity","W. M. Keck Observatory",1
"OGLE-2017-BLG-1522L b","OGLE-2017-BLG-1522L",,,,,,,,0.045000,"Microlensing","OGLE",1
"HD 181234 b","HD 181234","TIC 3409107",7593.40512000000,,,,,,0.940000,"Radial Velocity","La Silla Observatory",1
"TOI-3693 b","TOI-3693","TIC 240823272",9.08851600000,2.13400000,3.5568000,5321.00,4.581000,0.791000,0.867000,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1
"PSR B1257+12 d","PSR B1257+12",,98.21140000000,,,,,,1.400000,"Pulsar Timing","Arecibo Observatory",1
"GJ 667 C f","GJ 667 C","TIC 154385809",39.02600000000,,,3350.00,4.690000,,0.330000,"Radial Velocity","La Silla Observatory",1
"Kepler-351 c","Kepler-351","TIC 158218178",57.24809000000,,5.9230000,5643.00,4.556000,0.854000,,"Transit","Kepler",1
"Kepler-446 c","Kepler-446","TIC 123417850",3.03617900000,,0.9432000,3359.00,,0.240000,0.220000,"Transit","Kepler",1
"Kepler-1288 b","Kepler-1288","TIC 120577770",2.76122421000,,3.6620000,6132.00,4.290000,1.290000,1.200000,"Transit","Kepler",1
